"id","user_id","sofifa_id","player_position","user_rating"
180,67,238803,CAM,2
181,21,221634,CAM,2
182,34,213296,CAM,4
183,249,223323,CAM,1
184,72,250961,CAM,5
185,216,212753,CAM,5
186,61,138699,CAM,5
187,91,203593,CAM,1
188,44,204271,CAM,5
189,188,212446,CAM,4
190,234,247912,CAM,4
191,59,172904,CAM,4
192,215,236664,CAM,1
193,81,204337,CAM,3
194,123,251276,CAM,3
195,19,224507,CAM,1
196,277,233125,CAM,5
197,77,184154,CAM,1
198,103,180754,CAM,3
199,272,213597,CAM,2
200,226,228357,CAM,2
201,22,202940,CAM,5
202,183,192285,CAM,5
203,280,230489,CAM,5
204,30,219700,CAM,1
205,223,226401,CAM,2
206,159,251294,CAM,3
207,214,247192,CAM,3
208,223,251497,CAM,2
209,256,237772,CAM,4
210,36,240837,CAM,5
211,226,191378,CAM,4
212,290,202208,CAM,2
213,141,225139,CAM,4
214,222,224504,CAM,1
215,240,248114,CAM,5
216,12,208611,CAM,1
217,282,230263,CAM,5
218,246,239921,CAM,4
219,101,236554,CAM,5
220,197,213009,CAM,5
221,68,178628,CAM,2
222,85,192074,CAM,5
223,288,238559,CAM,2
224,239,248768,CAM,5
225,229,239778,CAM,5
226,75,246399,CAM,5
227,241,252463,CAM,1
228,100,145903,CAM,3
229,21,246960,CAM,1
230,265,245413,CAM,2
231,73,236010,CAM,5
232,112,245311,CAM,4
233,201,226376,CAM,1
234,208,202893,CAM,3
235,196,219988,CAM,4
236,11,245357,CAM,4
237,209,251293,CAM,4
238,211,233060,CAM,2
239,127,183486,CAM,5
240,65,239215,CAM,5
241,256,198950,CAM,5
242,57,252373,CAM,3
243,289,223820,CAM,3
244,21,204171,CAM,3
245,288,245392,CAM,3
246,124,223074,CAM,1
247,167,251238,CAM,3
248,50,224525,CAM,3
249,110,234857,CAM,3
250,282,241938,CAM,3
251,294,223429,CAM,2
252,273,247580,CAM,5
253,83,137460,CAM,5
254,229,222497,CAM,2
255,150,194669,CAM,5
256,140,243800,CAM,2
257,137,187702,CAM,5
258,248,215152,CAM,5
259,23,163925,CAM,4
260,213,246708,CAM,4
261,194,202459,CAM,1
262,115,229354,CAM,1
263,94,235022,CAM,2
264,143,197715,CAM,3
265,191,232000,CAM,3
266,38,252203,CAM,3
267,52,230961,CAM,4
268,88,242187,CAM,5
269,22,229212,CAM,1
270,65,203593,CAM,5
271,231,247185,CAM,3
272,12,239496,CAM,5
273,94,228763,CAM,1
274,162,237321,CAM,2
275,60,219812,CAM,5
276,115,230270,CAM,4
277,285,211273,CAM,2
278,287,228357,CAM,5
279,250,208037,CAM,2
280,86,234873,CAM,4
281,151,168950,CAM,1
282,76,228908,CAM,4
283,203,219909,CAM,5
284,62,229128,CAM,3
285,154,225864,CAM,1
286,237,200713,CAM,3
287,227,246833,CAM,3
288,209,235162,CAM,3
289,121,221838,CAM,3
290,151,208631,CAM,1
291,157,239373,CAM,1
292,186,175563,CAM,2
293,80,193851,CAM,5
294,150,247361,CAM,2
295,17,214919,CAM,3
296,105,197225,CAM,5
297,19,183544,CAM,5
298,21,205351,CAM,3
299,60,250894,CAM,2
300,217,176894,CAM,3
301,243,214877,CAM,3
302,223,246855,CAM,5
303,22,221926,CAM,5
304,55,176894,CAM,1
305,99,251945,CAM,4
306,158,177537,CAM,4
307,266,190871,CAM,3
308,89,235242,CAM,3
309,262,224618,CAM,5
310,94,223629,CAM,1
311,20,212238,CAM,1
312,231,211110,CAM,4
313,123,243627,CAM,2
314,227,189358,CAM,3
315,81,236166,CAM,3
316,112,237496,CAM,1
317,121,193897,CAM,3
318,294,221797,CAM,2
319,178,183574,CAM,1
320,57,230271,CAM,1
321,12,205145,CAM,1
322,267,252166,CAM,4
323,67,229699,CAM,4
324,129,225567,CAM,2
325,269,238196,CAM,5
326,226,181271,CAM,1
327,243,247391,CAM,3
328,87,244234,CAM,1
329,267,221820,CAM,1
330,160,215615,CAM,1
331,223,218667,CAM,1
332,298,233276,CAM,2
333,210,172649,CAM,5
334,270,236627,CAM,3
335,121,184218,CAM,3
336,218,143001,CAM,5
337,72,212037,CAM,2
338,94,235512,CAM,3
339,115,211703,CAM,1
340,90,151508,CAM,2
341,251,250946,CAM,1
342,94,190765,CAM,5
343,88,177569,CAM,4
344,256,225309,CAM,4
345,151,233655,CAM,2
346,47,247391,CAM,3
347,141,233138,CAM,5
348,79,220994,CAM,4
349,129,142499,CAM,4
350,19,190607,CAM,5
351,62,230252,CAM,2
352,295,234317,CAM,3
353,149,186590,CAM,4
354,252,196934,CAM,4
355,134,247194,CAM,1
356,300,191783,CAM,5
357,151,199827,CAM,5
358,271,222922,CAM,1
359,64,202893,CAM,2
360,259,246169,CAM,3
361,298,176894,CAM,1
362,268,221310,CAM,1
363,267,211119,CAM,2
364,203,210615,CAM,3
365,276,198171,CAM,1
366,234,211117,CAM,2
367,21,235171,CAM,3
368,90,180754,CAM,5
369,69,192540,CAM,4
370,66,238171,CAM,2
371,53,225441,CAM,4
372,88,228791,CAM,5
373,55,205257,CAM,2
374,203,213884,CAM,1
375,126,243780,CAM,4
376,29,248456,CAM,1
377,107,242651,CAM,5
378,129,200713,CAM,3
379,108,199254,CAM,1
380,155,211267,CAM,3
381,62,222154,CAM,2
382,262,236171,CAM,1
383,46,251939,CAM,1
384,202,203839,CAM,5
385,208,233079,CAM,2
386,92,195396,CAM,4
387,8,239569,CAM,1
388,288,204987,CAM,2
389,81,191944,CAM,5
390,51,211110,CAM,3
391,212,243705,CAM,2
392,271,220894,CAM,3
393,118,251326,CAM,3
394,289,223227,CAM,5
395,165,232725,CAM,5
396,76,210112,CAM,5
397,13,247375,CAM,5
398,169,192938,CAM,3
399,248,228763,CAM,4
400,215,224466,CAM,4
401,149,234984,CAM,3
402,69,239351,CAM,5
403,217,192342,CAM,3
404,115,233556,CAM,1
405,205,199434,CAM,2
406,113,246044,CAM,5
407,22,213984,CAM,4
408,152,199021,CAM,3
409,28,192270,CAM,4
410,29,189595,CAM,4
411,239,225478,CAM,3
412,167,206506,CAM,2
413,273,239444,CAM,3
414,153,185373,CAM,1
415,266,223979,CAM,4
416,159,211574,CAM,4
417,5,236529,CAM,2
418,57,248117,CAM,2
419,103,233740,CAM,2
420,166,208144,CAM,1
421,163,211305,CAM,5
422,81,193881,CAM,5
423,199,243630,CAM,3
424,45,244770,CAM,1
425,95,248710,CAM,1
426,122,251372,CAM,5
427,63,200210,CAM,2
428,172,186561,CAM,2
429,38,187858,CAM,4
430,213,177105,CAM,1
431,101,231646,CAM,5
432,52,247641,CAM,1
433,216,245378,CAM,1
434,258,201290,CAM,5
435,140,199516,CAM,3
436,299,235496,CAM,5
437,3,252073,CAM,1
438,300,236468,CAM,2
439,84,242221,CAM,3
440,121,237023,CAM,2
441,61,211119,CAM,1
442,82,233231,CAM,4
443,7,198220,CAM,4
444,35,229280,CAM,5
445,71,184133,CAM,2
446,239,189819,CAM,2
447,11,176007,CAM,1
448,123,230269,CAM,4
449,67,135190,CAM,2
450,126,221928,CAM,1
451,254,184334,CAM,5
452,189,223323,CAM,5
453,209,225204,CAM,1
454,246,172786,CAM,5
455,88,247213,CAM,4
456,104,200210,CAM,1
457,284,230163,CAM,4
458,298,211833,CAM,3
459,261,246649,CAM,4
460,104,247030,CAM,5
461,89,190577,CAM,3
462,208,247352,CAM,1
463,279,251679,CAM,5
464,114,225105,CAM,4
465,159,230271,CAM,4
466,116,225363,CAM,5
467,27,192906,CAM,5
468,15,190907,CAM,1
469,21,252781,CAM,5
470,271,245523,CAM,5
471,45,169208,CAM,2
472,41,205008,CAM,1
473,152,241025,CAM,5
474,14,237023,CAM,2
475,159,248710,CAM,4
476,281,228356,CAM,5
477,69,246923,CAM,1
478,52,172114,CAM,5
479,86,235502,CAM,2
480,72,245313,CAM,1
481,275,225151,CAM,1
482,287,216483,CAM,3
483,89,222185,CAM,3
484,262,230474,CAM,5
485,213,222475,CAM,1
486,218,194363,CAM,5
487,294,186590,CAM,3
488,131,215020,CAM,4
489,29,241213,CAM,4
490,96,240797,CAM,5
491,135,243592,CAM,3
492,239,237919,CAM,1
493,221,177802,CAM,1
494,100,240749,CAM,1
495,127,246419,CAM,5
496,77,206523,CAM,2
497,153,235929,CAM,4
498,109,211119,CAM,5
499,30,190501,CAM,2
500,243,234742,CAM,5
501,156,248147,CAM,4
502,234,251659,CAM,5
503,291,234742,CAM,3
504,10,244376,CAM,4
505,68,143809,CAM,5
506,128,232517,CAM,3
507,84,235719,CAM,2
508,114,246601,CAM,4
509,30,248114,CAM,5
510,24,239263,CAM,1
511,18,203249,CAM,3
512,46,218311,CAM,2
513,107,252544,CAM,3
514,215,225699,CAM,3
515,126,235507,CAM,3
516,247,208450,CAM,2
517,134,230238,CAM,1
518,91,225139,CAM,4
519,231,221896,CAM,5
520,87,164477,CAM,5
521,130,223596,CAM,1
522,33,198611,CAM,1
523,288,225133,CAM,4
524,89,212198,CAM,4
525,282,218746,CAM,4
526,245,237161,CAM,2
527,116,235947,CAM,5
528,279,225121,CAM,3
529,121,241166,CAM,4
530,266,243968,CAM,2
531,44,240808,CAM,4
532,140,243884,CAM,5
533,168,200058,CAM,3
534,17,216334,CAM,2
535,247,228584,CAM,1
536,253,118646,CAM,1
537,277,214016,CAM,1
538,193,250949,CAM,2
539,81,230005,CAM,1
540,157,240096,CAM,5
541,131,230478,CAM,1
542,140,241994,CAM,3
543,1,231502,CAM,2
544,243,234489,CAM,1
545,148,206565,CAM,4
546,23,172882,CAM,2
547,162,201368,CAM,3
548,285,231044,CAM,5
549,284,223848,CAM,5
550,183,220579,CAM,2
551,76,252792,CAM,5
552,285,158790,CAM,4
553,264,228509,CAM,1
554,166,208053,CAM,1
555,162,239802,CAM,1
556,101,251102,CAM,4
557,274,229513,CAM,3
558,226,251775,CAM,5
559,176,251625,CAM,4
560,277,203312,CAM,3
561,236,238490,CAM,2
562,19,200952,CAM,5
563,89,234785,CAM,5
564,115,205631,CAM,2
565,63,240756,CAM,1
566,121,248457,CAM,4
567,102,252126,CAM,2
568,201,245313,CAM,2
569,93,213688,CAM,1
570,112,230487,CAM,5
571,245,204350,CAM,3
572,214,210566,CAM,4
573,50,215020,CAM,5
574,190,206633,CAM,1
575,286,200438,CAM,5
576,273,188058,CAM,2
577,36,220994,CAM,5
578,50,170368,CAM,2
579,172,246821,CAM,1
580,244,231493,CAM,4
581,4,223004,CAM,4
582,275,244559,CAM,3
583,102,243906,CAM,3
584,111,252324,CAM,5
585,29,228698,CAM,5
586,296,188803,CAM,5
587,293,228179,CAM,1
588,177,251051,CAM,1
589,269,226698,CAM,5
590,206,235008,CAM,4
591,187,230521,CAM,2
592,176,224973,CAM,2
593,42,212207,CAM,2
594,199,230420,CAM,2
595,294,246946,CAM,1
596,54,251276,CAM,3
597,120,216483,CAM,4
598,109,221627,CAM,1
599,18,238922,CAM,5
600,83,246960,CAM,4
601,119,229636,CAM,4
602,188,251497,CAM,1
603,183,236170,CAM,2
604,294,247932,CAM,2
605,172,228245,CAM,1
606,173,223926,CAM,5
607,17,215330,CAM,3
608,96,192449,CAM,5
609,37,205257,CAM,4
610,62,251497,CAM,1
611,146,227599,CAM,4
612,240,224507,CAM,2
613,156,236529,CAM,1
614,120,230275,CAM,5
615,130,198611,CAM,1
616,7,181236,CAM,3
617,37,251089,CAM,1
618,27,210171,CAM,2
619,48,203903,CAM,4
620,26,237734,CAM,1
621,267,180352,CAM,1
622,146,248783,CAM,3
623,103,192883,CAM,4
624,196,227082,CAM,4
625,67,202489,CAM,2
626,251,246621,CAM,2
627,211,233740,CAM,3
628,187,245357,CAM,1
629,131,152999,CAM,4
630,231,216354,CAM,4
631,178,193092,CAM,4
632,177,244770,CAM,3
633,112,242050,CAM,5
634,127,245029,CAM,4
635,106,151508,CAM,2
636,232,143076,CAM,3
637,182,243780,CAM,5
638,104,240561,CAM,4
639,49,202476,CAM,5
640,26,215531,CAM,5
641,133,231493,CAM,2
642,93,189412,CAM,5
643,201,153048,CAM,5
644,50,230236,CAM,1
645,76,244582,CAM,3
646,229,226401,CAM,4
647,229,227689,CAM,1
648,4,198611,CAM,3
649,173,236935,CAM,4
650,176,232251,CAM,1
651,246,193881,CAM,2
652,287,251706,CAM,5
653,65,209828,CAM,3
654,274,251326,CAM,4
655,66,234688,CAM,2
656,190,243884,CAM,3
657,108,237239,CAM,4
658,265,245304,CAM,1
659,39,224507,CAM,2
660,191,247582,CAM,5
661,52,241379,CAM,5
662,30,219984,CAM,3
663,160,230273,CAM,4
664,189,208928,CAM,4
665,109,246384,CAM,4
666,138,247640,CAM,2
667,82,178616,CAM,1
668,78,215862,CAM,1
669,119,221495,CAM,4
670,84,188350,CAM,3
671,42,213296,CAM,4
672,174,188058,CAM,1
673,191,206544,CAM,1
674,186,250764,CAM,5
675,245,227633,CAM,2
676,273,251145,CAM,2
677,149,232669,CAM,4
678,204,221000,CAM,2
679,268,230262,CAM,3
680,86,240428,CAM,5
681,295,241509,CAM,4
682,170,188042,CAM,3
683,28,244514,CAM,3
684,199,234283,CAM,2
685,169,230461,CAM,1
686,48,199952,CAM,4
687,241,214907,CAM,1
688,30,234795,CAM,2
689,181,251526,CAM,3
690,213,227622,CAM,5
691,107,185260,CAM,3
692,8,145903,CAM,5
693,71,242280,CAM,4
694,285,240769,CAM,5
695,262,229108,CAM,1
696,83,237995,CAM,1
697,133,252781,CAM,4
698,295,237766,CAM,5
699,155,176894,CAM,2
700,261,246179,CAM,4
701,198,229212,CAM,3
702,147,221671,CAM,1
703,263,234918,CAM,5
704,296,244510,CAM,2
705,14,202476,CAM,5
706,1,153177,CAM,1
707,169,199351,CAM,2
708,60,248113,CAM,4
709,235,202035,CAM,2
710,132,197813,CAM,5
711,192,230276,CAM,4
712,292,236256,CAM,1
713,286,246788,CAM,1
714,152,247030,CAM,3
715,150,230276,CAM,5
716,44,251079,CAM,5
717,93,211850,CAM,4
718,63,188058,CAM,5
719,33,251233,CAM,4
720,236,243651,CAM,5
721,8,202282,CAM,1
722,217,252178,CAM,2
723,16,186745,CAM,1
724,17,251243,CAM,4
725,105,237982,CAM,5
726,252,177896,CAM,3
727,180,210700,CAM,1
728,108,210108,CAM,2
729,269,237283,CAM,2
730,47,176348,CAM,3
731,128,244373,CAM,4
732,267,243097,CAM,5
733,181,210930,CAM,3
734,274,211267,CAM,2
735,18,242686,CAM,1
736,286,189412,CAM,5
737,22,225133,CAM,5
738,249,211160,CAM,3
739,132,237496,CAM,4
740,5,190499,CAM,4
741,213,251018,CAM,3
742,73,232419,CAM,3
743,176,251107,CAM,3
744,230,211460,CAM,1
745,81,241575,CAM,4
746,174,228251,CAM,2
747,254,240978,CAM,3
748,244,252178,CAM,4
749,173,225169,CAM,4
750,214,221671,CAM,5
751,200,237560,CAM,2
752,213,251372,CAM,1
753,217,240638,CAM,1
754,290,216349,CAM,3
755,218,177537,CAM,2
756,141,240922,CAM,4
757,143,238504,CAM,4
758,206,193886,CAM,5
759,83,251582,CAM,2
760,258,252571,CAM,2
761,164,251447,CAM,2
762,67,230005,CAM,5
763,213,230262,CAM,3
764,236,229843,CAM,4
765,96,211574,CAM,2
766,253,240000,CAM,1
767,298,220332,CAM,2
768,136,230564,CAM,4
769,15,201155,CAM,4
770,41,252058,CAM,4
771,98,193886,CAM,4
772,91,221701,CAM,5
773,291,242241,CAM,2
774,149,207494,CAM,1
775,277,240296,CAM,4
776,68,208523,CAM,4
777,282,250949,CAM,4
778,292,221367,CAM,2
779,175,220894,CAM,3
780,159,237239,CAM,3
781,17,228544,CAM,1
782,139,162280,CAM,1
783,42,231848,CAM,2
784,300,200551,CAM,2
785,168,251887,CAM,3
786,258,222315,CAM,4
787,210,142499,CAM,1
788,43,210042,CAM,1
789,32,201068,CAM,1
790,121,177388,CAM,3
791,80,237161,CAM,4
792,117,221820,CAM,1
793,190,252091,CAM,1
794,94,223596,CAM,5
795,225,202558,CAM,3
796,138,226370,CAM,1
797,294,216699,CAM,4
798,254,220295,CAM,2
799,130,214382,CAM,5
800,259,240787,CAM,2
801,220,233925,CAM,3
802,170,244200,CAM,2
803,193,184334,CAM,2
804,136,201751,CAM,1
805,184,232730,CAM,2
806,51,231753,CAM,4
807,110,245248,CAM,2
808,109,194569,CAM,3
809,266,216442,CAM,3
810,157,170368,CAM,3
811,266,239193,CAM,5
812,161,225864,CAM,1
813,250,221367,CAM,4
814,66,232294,CAM,3
815,217,223581,CAM,2
816,24,246169,CAM,4
817,224,240663,CAM,5
818,129,189600,CAM,1
819,199,212238,CAM,4
820,228,221896,CAM,5
821,227,247192,CAM,2
822,153,251079,CAM,4
823,155,235502,CAM,1
824,212,252400,CAM,1
825,131,220352,CAM,3
826,196,235670,CAM,2
827,2,176794,CAM,1
828,214,199021,CAM,4
829,41,241938,CAM,4
830,130,242907,CAM,5
831,226,245522,CAM,5
832,79,146377,CAM,5
833,216,208268,CAM,5
834,20,239073,CAM,1
835,254,212944,CAM,5
836,162,251176,CAM,1
837,38,201446,CAM,3
838,198,225614,CAM,3
839,254,203903,CAM,3
840,253,201484,CAM,1
841,78,235719,CAM,4
842,54,245842,CAM,4
843,128,247370,CAM,5
844,120,233092,CAM,5
845,117,210377,CAM,1
846,235,242652,CAM,2
847,272,224301,CAM,5
848,29,202819,CAM,5
849,211,214238,CAM,3
850,293,244623,CAM,5
851,33,191944,CAM,3
852,217,230438,CAM,2
853,288,190607,CAM,3
854,110,208451,CAM,4
855,166,241278,CAM,5
856,207,236633,CAM,5
857,285,233655,CAM,3
858,2,152999,CAM,3
859,205,229406,CAM,1
860,17,230480,CAM,3
861,136,247284,CAM,4
862,255,216814,CAM,1
863,152,229636,CAM,4
864,78,242739,CAM,5
865,220,195065,CAM,1
866,173,246855,CAM,3
867,196,237138,CAM,5
868,52,210377,CAM,5
869,124,236297,CAM,2
870,187,250853,CAM,2
871,64,166920,CAM,1
872,169,238922,CAM,5
873,78,184703,CAM,4
874,191,145903,CAM,1
875,285,230257,CAM,4
876,233,246923,CAM,1
877,213,221627,CAM,1
878,218,214327,CAM,5
879,137,210108,CAM,1
880,109,243800,CAM,5
881,263,188985,CAM,5
882,39,225926,CAM,5
883,241,240561,CAM,3
884,281,222463,CAM,5
885,83,176894,CAM,3
886,185,222165,CAM,3
887,180,243852,CAM,4
888,262,236259,CAM,4
889,46,243745,CAM,1
890,22,235151,CAM,2
891,43,203903,CAM,3
892,221,168542,CAM,4
893,251,246861,CAM,1
894,87,190542,CAM,5
895,224,209886,CAM,2
896,221,252446,CAM,2
897,120,228584,CAM,5
898,237,214206,CAM,4
899,252,247771,CAM,3
900,102,239899,CAM,4
901,257,192370,CAM,3
902,137,240296,CAM,5
903,188,243200,CAM,4
904,216,232125,CAM,1
905,262,237809,CAM,4
906,197,197813,CAM,4
907,153,204448,CAM,2
908,129,225363,CAM,3
909,186,242211,CAM,5
910,149,234489,CAM,2
911,127,204383,CAM,3
912,267,215338,CAM,3
913,42,204078,CAM,2
914,18,237153,CAM,3
915,216,229513,CAM,2
916,69,220965,CAM,1
917,238,241088,CAM,1
918,23,222463,CAM,3
919,23,246946,CAM,2
920,39,163925,CAM,1
921,215,239305,CAM,3
922,83,234417,CAM,3
923,283,239458,CAM,4
924,76,245732,CAM,5
925,207,247581,CAM,1
926,38,192565,CAM,5
927,215,245893,CAM,5
928,58,205998,CAM,1
929,253,232779,CAM,5
930,71,243650,CAM,4
931,140,222165,CAM,1
932,24,188414,CAM,5
933,278,184518,CAM,2
934,78,243728,CAM,3
935,173,236897,CAM,5
936,112,178628,CAM,1
937,208,232814,CAM,4
938,191,223208,CAM,3
939,300,221383,CAM,2
940,168,208371,CAM,1
941,222,195020,CAM,1
942,172,215615,CAM,2
943,259,234873,CAM,2
944,174,236164,CAM,2
945,199,251574,CAM,3
946,141,207928,CAM,5
947,105,186756,CAM,5
948,97,204523,CAM,3
949,55,221346,CAM,3
950,218,244435,CAM,2
951,293,188988,CAM,2
952,191,230482,CAM,5
953,88,232589,CAM,3
954,200,251664,CAM,3
955,69,193092,CAM,2
956,248,199516,CAM,4
957,98,233276,CAM,3
958,170,193638,CAM,4
959,70,234119,CAM,3
960,193,191861,CAM,2
961,121,222463,CAM,4
962,160,239458,CAM,3
963,181,235151,CAM,4
964,132,242241,CAM,1
965,298,242534,CAM,3
966,33,251361,CAM,5
967,255,198611,CAM,3
968,63,187939,CAM,5
969,165,245842,CAM,3
970,261,236168,CAM,3
971,13,224407,CAM,2
972,4,225561,CAM,3
973,26,221480,CAM,2
974,151,224798,CAM,1
975,222,230866,CAM,4
976,209,212192,CAM,1
977,43,238744,CAM,3
978,233,233223,CAM,5
979,217,234196,CAM,2
980,23,213353,CAM,1
981,69,251215,CAM,5
982,269,243686,CAM,3
983,81,251939,CAM,4
984,90,234499,CAM,1
985,271,228763,CAM,1
986,300,252203,CAM,2
987,284,234417,CAM,4
988,190,251790,CAM,5
989,153,157528,CAM,5
990,59,247450,CAM,2
991,33,242907,CAM,4
992,80,251047,CAM,2
993,187,247284,CAM,2
994,250,198426,CAM,5
995,72,226419,CAM,2
996,164,169195,CAM,5
997,222,244770,CAM,2
998,235,210513,CAM,2
999,21,224424,CAM,3
1000,93,237283,CAM,1
1001,142,239606,CAM,1
1002,7,216354,CAM,3
1003,121,237152,CAM,2
1004,194,244034,CAM,4
1005,129,234016,CAM,5
1006,213,234980,CAM,1
1007,228,252771,CAM,3
1008,255,239458,CAM,5
1009,141,243204,CAM,3
1010,201,246601,CAM,4
1011,133,204523,CAM,5
1012,213,118646,CAM,2
1013,137,252795,CAM,2
1014,175,252090,CAM,4
1015,240,192985,CAM,3
1016,174,216270,CAM,1
1017,28,192587,CAM,3
1018,176,205598,CAM,4
1019,218,190542,CAM,4
1020,229,216354,CAM,4
1021,28,224618,CAM,4
1022,141,224418,CAM,1
1023,86,225014,CAM,5
1024,21,205295,CAM,1
1025,131,244509,CAM,5
1026,229,235210,CAM,4
1027,225,230263,CAM,1
1028,103,240117,CAM,5
1029,254,246747,CAM,2
1030,248,237153,CAM,2
1031,300,239701,CAM,2
1032,107,245685,CAM,2
1033,105,251011,CAM,5
1034,54,193361,CAM,1
1035,253,239701,CAM,3
1036,45,252502,CAM,1
1037,291,222506,CAM,5
1038,290,242327,CAM,5
1039,83,226705,CAM,1
1040,61,143076,CAM,2
1041,109,169078,CAM,5
1042,3,233113,CAM,1
1043,57,143076,CAM,2
1044,245,215455,CAM,1
1045,91,234468,CAM,3
1046,255,252090,CAM,2
1047,196,206523,CAM,1
1048,67,199434,CAM,3
1049,149,252490,CAM,3
1050,291,231391,CAM,5
1051,204,230459,CAM,4
1052,294,214989,CAM,3
1053,150,214330,CAM,3
1054,16,210042,CAM,4
1055,254,209485,CAM,5
1056,116,206565,CAM,1
1057,69,245357,CAM,1
1058,91,192841,CAM,5
1059,70,226705,CAM,1
1060,180,238085,CAM,3
1061,191,232639,CAM,4
1062,258,228751,CAM,2
1063,243,205998,CAM,4
1064,245,212747,CAM,4
1065,84,206506,CAM,1
1066,149,236168,CAM,1
1067,116,226568,CAM,4
